full_id,osm_id,osm_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,email,name,phone,url,addr:state,website,type,wikimapa:author,opening_hours,addr:suburb,denomination,religion,wheelchair,IPP:BAIRRO,IPP:CHAVE,IPP:CODATIVIDA,IPP:CODBAIRRO,IPP:COD_INEP,IPP:COD_SMA,IPP:CRE,IPP:DESIGNACAO,IPP:ENDNOVO,IPP:FLG_VALIDA,IPP:OBS,IPP:ENDERECO,IPP:TELEFONES,fee,operator,operator:type,building,addr:housename,historic,suburb,alt_name,start_date,school,sport,barrier,entrance,description,short_name,phone:2,level,official_name,school_type,bicycle,foot,addr:place,fax,office,display,support,visibility,bicycle_parking,capacity,covered,pt:bicycle_parking,access,natural,wikidata,wikipedia,name:en,name:pt,language,addr:unit,loc_name,education,min_age,layer,parking,internet_access,internet_access:fee,grades,survey:date,x,y
n823940000,"823940000",node,Rio de Janeiro,BR,"1305",,Rua José dos Reis,school,,Escola Municipal Carlos Gomes,+55-21-22697449,,,,,,,,,,,Pilares,"11808","0","071","33072604","011808","03","0313050",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11808&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2912732000,-22.8846238000
n823940004,"823940004",node,,,"135",,Rua do Matadouro,school,,Escola Municipal Princesa Isabel,+55-21-33951613,,,,,,,,,,,Santa Cruz,"11179","0","149","33084939","011179","10","1019015",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11179&cmd=load,N,Predio atras do selecionado (Museu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6930757000,-22.9236666000
n823940008,"823940008",node,,,,,Praça Antonio José de Almeida,school,,Escola Municipal Suíça,+55-21-22606507,,,,,,,Penha Circular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2792207000,-22.8288671000
n823940026,"823940026",node,,,,,Rua Ibema,school,,Escola Municipal Monteiro Lobato,+55-21-24107025,,,,,,,,,,,Guaratiba,"11756","0","151","33083134","011756","10","1026002",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11756&cmd=load,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5856778000,-22.9729592000
n823940037,"823940037",node,Rio de Janeiro,BR,"74",,Rua Marechal Jofre,school,,Escola Municipal Duque de Caxias,+55-21-25764644,,,,,,,,,,,Grajaú,"10890","0","038","33068240","010890","02","0209024",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10890&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2651165000,-22.9185493000
n823940043,"823940043",node,,,,,Rua Luciano Gallet,school,,Escola Municipal Pérola Byington,+55-21-24281599,,,,,,,,,,,Vargem Grande,"11695","0","131","33087865","011695","07","0724021",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11695&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4903790000,-22.9757303000
n823940044,"823940044",node,,,,,Rua Plínio de Oliveira,school,,Ciep Gregório Bezerra,+55-21-38858591,,,,,,,,,,,Penha,"11924","0","043","33069808","011924","04","0411202",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11924&cmd=load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2795628000,-22.8422256000
n823940067,"823940067",node,,,"170",,Rua Abílio dos Santos,school,,Escola Municipal Cervantes,+55-21-33900053,,,,,,,,,,,Bento Ribeiro,"10969","0","089","33076057","010969","05","0515024",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10969&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3659943000,-22.8646024000
n823940076,"823940076",node,,,"941",,Rua Vinte e Quatro de Maio,school,,Escola Municipal Sarmiento,+55-21-25819969,,,,,,,,,,,Engenho Novo,"11851","0","061","33073244","011851","03","0313007",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11851&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2679248000,-22.9030433000
n823940084,"823940084",node,,,,,Estrada Vereador Alceu de Carvalho,school,,Escola Municipal Frei Gaspar,,,,,,,,,,,,Recreio dos Bandeirantes,,"0","132","33228400",,"07","0724028",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor= &cmd=load,,ESCOLA NOVA 2008 CONFIRMADA CLNP SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4930607000,-23.0010082000
n823940092,"823940092",node,,,"181",,Rua Miraluz,school,,Escola Municipal Alcide de Gasperi,+55-21-25902940,,,,,,,,,,,Higienópolis,"11483","0","050","33069107","011483","03","0312002",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11483&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2648973000,-22.8696111000
n823940095,"823940095",node,,,"27",,Rua Elias da Silva,school,,Escola Municipal Sérvulo de Lima,+55-21-25958877,,,,,,,,,,,Piedade,"11810","0","069","33073279","011810","03","0313048",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11810&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3106925000,-22.8897099000
n823940112,"823940112",node,,,,,Estrada Manoel Nogueira de Sá,school,,Escola Municipal Dalva de Oliveira,+55-21-23014757,,,,,,,,,,,Realengo,"11974","0","139","33080321","011974","08","0833033",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11974&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4189202000,-22.8927528000
n823940113,"823940113",node,,,"85",,Rua Almeida Nogueira,school,,Escola Municipal República de El Salvador,+55-21-22892442,,,,,,,,,,,Piedade,"11812","0","069","33073171","011812","03","0313046",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11812&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3137858000,-22.8973116000
n823940114,"823940114",node,,,,,Praça dos Perdões,school,,Escola Municipal Astrojildo Pereira,+55-21-33312197,,,,,,,,,,,Bangu,"11080","0","141","33080135","011080","08","0817080",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11080&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4651886000,-22.8628062000
n823940115,"823940115",node,Rio de Janeiro,BR,"42",,Rua Esteves Junior,school,,Escola Municipal Senador Corrêa,+55-21-25583159,,,,,,,,,,,Laranjeiras,"19404","0","017","33064261","019404","02","0204021",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19404&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1810105000,-22.9337219000
n823940117,"823940117",node,,,,,Rua Tenente César,school,,Escola Municipal Coronel Berthier,+55-21-33951335,,,,,,,,,,,Santa Cruz,"11178","0","149","33084610","011178","10","1019014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11178&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.7047677000,-22.9242452000
n823940123,"823940123",node,,,,,Rua Costa Nunes,school,,Escola Municipal João Proença,+55-21-24135625,,,,,,,,,,,Campo Grande,"11102","0","144","33082456","011102","09","0918019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11102&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5583989000,-22.9175045000
n823940125,"823940125",node,,,750 - Fundos,,Rua Felipe Cardoso,school,,Escola Municipal Professor Coqueiro,+55-21-33951458,,,,,,,,,,,Santa Cruz,"11167","0","149","33084947","011167","10","1019001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11167&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6809086000,-22.9221433000
n823940126,"823940126",node,,,,,Rua Pedro Autran,school,,Escola Municipal Iva Gomes Ribeiro,+55-21-33946195,,,,,,,,,,,Inhoaíba,"11088","0","146","33082979","011088","09","0918003",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11088&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5850805000,-22.9142810000
n823940129,"823940129",node,,,"405",,Rua Bráulio Eugênio Muller,school,,Escola Municipal Tristão de Athayde,+55-21-24382773,,,,,,,,,,,Barra Da Tijuca,"11691","0","128","33087954","011691","07","0724025",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11691&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3758473000,-23.0029749000
n823940133,"823940133",node,,,,,Rua Espadarte,school,,Escola Municipal Carlos Maul,+55-21-33312550,,,,,,,,,,,Realengo,"11978","0","139","33080208","011978","08","0833037",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11978&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4283191000,-22.8826116000
n823940136,"823940136",node,,,"77",,Rua Jesse,school,,Escola Municipal Professoranda Leila Barcellos de Carvalho,+55-21-24453775,,,,,,,,,,,Cidade De Deus,"11926","0","118","33078076","011926","07","0734002",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11926&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3644187000,-22.9487867000
n823940139,"823940139",node,,,,,Praça Almeida Garret,school,,Escola Municipal João de Deus,+55-21-25901041,,,,,,,Penha Circular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2823214000,-22.8298274000
n823940145,"823940145",node,,,"4842",,Estrada do Mendanha,school,,Escola Municipal Casemiro de Abreu,+55-21-24137095,,,,,,,,,,,Campo Grande,"11135","0","144","33082707","011135","09","0918052",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11135&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5410070000,-22.8572356000
n823940147,"823940147",node,Rio de Janeiro,BR,"433",22290-240,Avenida Pasteur,school,,Escola Municipal Minas Gerais,+55-21-22951295,,,,,,,,,,,Urca,"10806","0","022","33064997","010806","02","0204019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10806&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1686437000,-22.9536555000
n823940149,"823940149",node,,,,,Rua Visconde Silva,school,,Ciep Presidente Agostinho Neto,+55-21-22860449,,,,,,,,,,,Humaitá,"10809","0","021","33063265","010809","02","0204502",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10809&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1997653000,-22.9591800000
n823940153,"823940153",node,,,"73",,Rua do Propósito,school,,Escola Municipal Antônio Raposo Tavares,+55-21-25180879,,,,,,,,,,,Gamboa,"11223","0","002","33062412","011223","01","0101002",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11223&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1942822000,-22.8956600000
n823940156,"823940156",node,,,,,Rua Inhoverá,school,,Escola Municipal Holanda,+55-21-33939122,,,,,,,,,,,Jardim Carioca,"11312","0","100","33086079","011312","04","0420014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11312&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1927742000,-22.8055030000
n823940164,"823940164",node,,,"177",,Praça Dom Justino,school,,Escola Municipal Carvalho Mourão,+55-21-24851352,,,,,,,,,,,Cordovil,"11337","0","046","33070504","011337","04","0431012",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11337&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2952305000,-22.8199729000
n823940166,"823940166",node,,,"30",,Rua Ana Teles,school,,Escola Municipal Barão do Amparo,+55-21-33902395,,,,,,,,,,,Campinho,"10980","0","078","33076030","010980","05","0515035",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10980&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3536484000,-22.8834947000
n823940169,"823940169",node,,,,,,school,,Escola Especial Municipal Francisco de Castro,,,,,,,,,,,,Maracanã,"10870","0","035","33068496","010870","02","0209003",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10870&cmd=load,S,,"Avenida Paula e Souza, S/Nº  ",2568-4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2259754000,-22.9134981000
n823940171,"823940171",node,,,,,,school,,Escola Municipal Francisco Manuel,,,,,,,,,,,,Vila Isabel,"10879","0","036","33068283","010879","02","0209013",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10879&cmd=load,S,,"Rua Senador Soares, 61  ",2570-5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2422340000,-22.9204187000
n823940176,"823940176",node,,,,,,school,,Escola Municipal Engenheiro Álvaro Sodré,,,,,,,,,,,,Vargem Grande,"11696","0","131","33077851","011696","07","0724020",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11696&cmd=load,S,Segundo a diretora as informações estão corretas.,"Estr. dos Bandeirantes, 25.976  ",2428-1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5099340000,-22.9845340000
n823940178,"823940178",node,,,"37",,Praça Alberto Torres,school,,Escola Municipal Eneyda Rabello de Andrade,+55-21-33619936,,,,,,,,,,,Vigário Geral,"11327","0","048","33070563","011327","04","0431022",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11327&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3173053000,-22.8067155000
n823940180,"823940180",node,,,,,,school,,Escola Municipal Fornovo,,,,,,,,,,,,Honório Gurgel,"10959","0","087","33076120","010959","05","0515014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10959&cmd=load,S,,"Rua Gentil Almeida, S/Nº",2472-0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3576083000,-22.8424815000
n823940184,"823940184",node,,,,,,school,,Creche Municipal Yedda Marques Lamounier,,,,,,,,,,,,Acari,"39759","0","111","33158096","039759","06","0625612",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39759&cmd=load,S,,Rua Olaria s/nº ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3429923000,-22.8261489000
n823940187,"823940187",node,Rio de Janeiro,BR,"161",,Rua Moisés Lilenbaun,school,,Escola Municipal Senador Francisco Gallotti,+55-21-22698954,,,,,,,,,,,Cascadura,"10997","0","082","33076448","010997","05","0515053",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10997&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3225037000,-22.8839165000
n823940210,"823940210",node,,,"50",,Rua Francolim,school,,Escola Municipal Bélgica,+55 21 3106-9823,,,,,,,Guadalupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3804993000,-22.8403656000
n823940211,"823940211",node,,,,,,school,,Escola Municipal Conselheiro Zacarias de Góis,,,,,,,,,,,,Bangu,"11015","0","141","33080291","011015","08","0817015",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11015&cmd=load,S,,"Rua Silva Cardoso, S/Nº",3331-1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4632997000,-22.8854632000
n823940212,"823940212",node,,,,,,school,,Escola Especial Municipal Rotary Club,,,,,,,,,,,,Jardim Guanabara,"11304","0","099","33085870","011304","04","0420023",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11304&cmd=load,S,,"Rua Cambaúba, 159  ",3393-4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2014944000,-22.8023425000
n823940213,"823940213",node,,,,,,school,,Escola Municipal Morro dos Telégrafos,,,,,,,,,,,,Mangueira,"11474","0","011","33065985","011474","01","0107015",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11474&cmd=load,N,é a casa contígua abaixo na altura da curva,"Rua Jupará, 91  ",3860-7971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2367380000,-22.9002998000
n823940216,"823940216",node,Rio de Janeiro,,"211",,Praça Cotegi,school,,Escola Municipal Bolívia,+55 21 3351-8533,,,,,,,Vicente De Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3162752000,-22.8568511000
n823940223,"823940223",node,,,,,,school,,Escola Municipal Madre Tereza de Calcutá,,,,,,,,,,,,Jacarepaguá,"11683","0","115","33076804","011683","07","0716072",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11683&cmd=load,S,O nome correto da escola é Escola Municipal Madre Tereza de Calcutá .,"Rua Caungula, 15",2427-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3768414000,-22.9532156000
n823940240,"823940240",node,,,,,,school,,Escola Municipal Gonzaga da Gama Filho,,,,,,,,,,,,Benfica,"11471","0","012","33066272","011471","01","0107012",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11471&cmd=load,S,,"Rua Gustavo Cordeiro de Farias, 578  ",3890-0348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2377824000,-22.8976910000
n823940242,"823940242",node,,,,,,school,,Escola Municipal Tobias Barreto,,,,,,,,,,,,Encantado,"11817","0","068","33073317","011817","03","0313041",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11817&cmd=load,S,,"Rua Pompilio de Albuquerque, 62  ",2596-5996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3027759000,-22.8973141000
n823940244,"823940244",node,,,,,,school,,Escola Municipal Professor Jurandir Paes Leme,,,,,,,,,,,,Recreio Dos Bandeirantes,"11693","0","132","33087903","011693","07","0724023",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11693&cmd=load,S,segundo a diretora as informações estão corretas.,"Estr. do Pontal, 1.990  ",2490-1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5213778000,-23.0265983000
n823940249,"823940249",node,,,,,,school,,Escola Municipal Barcelona,,,,,,,,,,,,Irajá,"10926","0","076","33074348","010926","05","0514015",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10926&cmd=load,S,,"Rua Gustavo Martins, 67  ",2482-9975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3185767000,-22.8429912000
n823940251,"823940251",node,,,,,,school,,,,,,,,,,,,,,Praça Seca,"11669","0","124","33076898","011669","07","0716501",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11669&cmd=load,S,,"Rua Cândido Benício, S/Nº",3350-0666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3571082000,-22.9067045000
n823940256,"823940256",node,,,,,,school,,Classe em Cooperação Darcy Vargas,,,,,,,,,,,,Gamboa,"11224","0","002","33062439","011224","01","0101003",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11224&cmd=load,N,,"Rua Souza e Silva, 112  ",2233-0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1893224000,-22.8957528000
n823940258,"823940258",node,,,,,,school,,Escola Municipal Brigadeiro Faria Lima,,,,,,,,,,,,Água Santa,"11818","0","067","33072590","011818","03","0313040",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11818&cmd=load,S,,"Rua Violeta, S/Nº  ",2595-5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3079607000,-22.9062849000
n823940262,"823940262",node,,,,,,school,,Escola Municipal Virgilio Francisco Monteiro,,,,,,,,,,,,Coelho Neto,"11412","0","110","33088314","011412","06","0625008",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11412&cmd=load,S,,"Rua Ender, 180  ",3847-0849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3530546000,-22.8269270000
n823940265,"823940265",node,,,,,,school,,Escola Municipal Sócrates Galvêas,,,,,,,,,,,,Santa Cruz,"11208","0","149","33085110","011208","10","1019044",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11208&cmd=load,S,,"Rua do Império, 900",3395-5862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6935565000,-22.9183622000
n823940270,"823940270",node,,,,,,school,,Escola Municipal Ana Neri,,,,,,,,,,,,Barra De Guaratiba,"11766","0","152","33082618","011766","10","1026013",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11766&cmd=load,S,,"Estr. da Barra de Guaratiba, 9.953  ",2410-8015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5672792000,-23.0680861000
n823940272,"823940272",node,,,,,,school,,Escola Municipal Orsina da Fonseca,,,,,,,,,,,,Tijuca,"10856","0","033","33067180","010856","02","0208012",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10856&cmd=load,S,,"Rua São Francisco Xavier, 95  ",2569-0266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2236022000,-22.9196054000
n823940278,"823940278",node,,,,,,school,,Escola Municipal Baronesa de Saavedra,,,,,,,,,,,,Realengo,"11976","0","139","33080178","011976","08","0833035",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11976&cmd=load,S,,"Rua Mal. Bibiano Costalat, S/Nº  ",2401-5424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4324523000,-22.8719393000
n823940279,"823940279",node,,,,,,school,,Escola Municipal Jorge de Gouveia,,,,,,,,,,,,Vigário Geral,"11330","0","048","33070644","011330","04","0431019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11330&cmd=load,S,,"Rua Gregório de Matos, L 3, Q. 9  ",3361-9493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3064940000,-22.8053236000
n823940283,"823940283",node,,,,,,school,,Escola Municipal Rafael Corrêa de Oliveira,,,,,,,,,,,,Bangu,"11069","0","141","33081050","011069","08","0817069",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11069&cmd=load,S,,"Rua Araquem, S/Nº  ",2401-5413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4614231000,-22.8598675000
n823940391,"823940391",node,,,,,,school,,Escola Municipal Marcílio Dias,,,,,,,,,,,,Brás De Pina,"11353","0","045","33074542","011353","04","0411022",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11353&cmd=load,S,,"Rua Emílio de Miranda, 99  ",2482-9777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3078521000,-22.8347284000
n823940601,"823940601",node,,,,,,school,,Escola Municipal Morvan de Figueiredo,,,,,,,,,,,,Praça Seca,"11660","0","124","33078173","011660","07","0716061",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11660&cmd=load,S,,"Rua Barão, 207  ",3350-6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3467233000,-22.9032112000
n823940651,"823940651",node,,,,,,school,,Escola Municipal Euclides Roxo,,,,,,,,,,,,Barra De Guaratiba,"11767","0","152","33082871","011767","10","1026014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11767&cmd=load,N,"proximo ao Caminho Antonio Pereira Barbosa, no no. 750 da E. Barra de Guaratiba","Estr. da Barra de Guaratiba, 750  ",2410-1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5448967000,-23.0199510000
n823940676,"823940676",node,Rio de Janeiro,BR,"2109",,Estrada das Furnas,school,,E.D.I. José da Silva Araújo,+55-21-24934085,,,,,,,,,,,Alto da Boa Vista,"10863","0","034","33067120","010863","02","0208019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10863&cmd=load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2915845000,-22.9783808000
